Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly)
 01/21  00:00:00,751620233.3294413,10473979.813694209,0.0,687821469.1769247,0.0,0.0,19048310.31629856,18976310.31629856,16269890087.121908,5708394456.714531,5856.828793964386,2.157373903155567,12.162912771221606,10.393132670009843,0.136665575743532,30.4587640928066,0.0,0.3034265247146549,0.0,0.0,0.18068908951979698,0.00009237954198597572,0.0004531934346395267,7011.600244429663,0.0,0.0,1684.4841443202913
 01/21  01:00:00,602270142.4646286,8379183.850955367,0.0,540566174.274851,0.0,0.0,17323373.0987167,13352156.159883829
 01/21  02:00:00,756447929.8103333,10473979.813694209,0.0,692649165.6578168,0.0,0.0,19786419.840618912,19714419.840618912
 01/21  03:00:00,605802770.1392807,8379183.850955367,0.0,544098801.949503,0.0,0.0,17778295.91812189,13807142.66831788
 01/21  04:00:00,760279599.4516678,10473979.813694209,0.0,696480835.2991514,0.0,0.0,20233704.99777217,20161704.99777217
 01/21  05:00:00,608605493.3482236,8379183.850955367,0.0,546901525.1584458,0.0,0.0,18061122.69742005,14089749.474378146
 01/21  06:00:00,803384001.6963782,12568775.77643305,0.0,737490441.5811228,0.0,0.0,4146252.7417980405,4074252.7417980405
 01/21  07:00:00,710733198.4354789,12568775.77643305,0.0,670756341.6169269,0.0,18495296.7032967,506406970.6462478,502434959.66466737
 01/21  08:00:00,687731864.1399747,12568775.77643305,0.0,658949319.4093348,0.0,16183384.61538461,503652008.45375395,499679292.3931659
 01/21  09:00:00,683507135.6806636,12568775.77643305,0.0,646632898.6423314,0.0,24275076.923076916,506105105.4115635,498229196.64467
 01/21  10:00:00,676746097.4534062,12568775.77643305,0.0,643339728.546942,0.0,20807208.791208785,501279847.7134766,497306273.120039
 01/21  11:00:00,675616285.2444602,12568775.77643305,0.0,634118224.0303038,0.0,28898901.098901093,500623605.9280775,496649296.5762432
 01/21  12:00:00,670016066.3421171,12568775.77643305,0.0,633141829.303785,0.0,24275076.923076916,504017071.9287883,496141561.9837493
 01/21  13:00:00,663664887.376944,12568775.77643305,0.0,636038298.69026,0.0,15027428.571428565,499724603.35583127,495751042.3911312
 01/21  14:00:00,659452587.2103367,12568775.77643305,0.0,637605778.743433,0.0,9247648.35164835,499413181.13008094,495440371.2619469
 01/21  15:00:00,656019948.9989613,12568775.77643305,0.0,638796964.7078818,0.0,4623824.175824175,499160078.8940695,495187626.0769422
 01/21  16:00:00,672693838.4123929,12568775.77643305,0.0,636550098.0773573,0.0,5779780.219780219,498944189.30638504,494971779.4656545
 01/21  17:00:00,707179485.8482406,12568775.77643305,0.0,634350189.469249,0.0,6935736.263736261,494847836.56773525,494775836.56773525
 01/21  18:00:00,666232924.5337442,10055020.62114644,0.0,602853119.5737755,0.0,0.0,6767048.161485213,2795417.627745502
 01/21  19:00:00,579524884.218551,8379183.850955367,0.0,517820916.02877337,0.0,0.0,9512532.88107067,5541395.897249744
 01/21  20:00:00,737133567.6057062,10473979.813694209,0.0,673334803.4531896,0.0,0.0,13250961.766280154,13178961.766280154
 01/21  21:00:00,592205971.880641,8379183.850955367,0.0,530502003.6908631,0.0,0.0,14091081.171113186,10119124.99966747
 01/21  22:00:00,745263540.307157,10473979.813694209,0.0,681464776.1546406,0.0,0.0,17685624.724183667,17613624.724183667
 01/21  23:00:00,597757633.193172,8379183.850955367,0.0,536053665.0033941,0.0,0.0,16535229.063644264,12564782.514717277
 07/21  00:00:00,525151814.14542186,8022424.727492537,77824699.3906782,0.0,192989952.8442144,192989952.8442144,72000.0,0.0,16020687681.474207,99283871.61750409,5479.441670471011,1.9040149855003787,11.970763076501433,9.972768002540755,0.12871932161078953,29.99075394779732,0.0,0.2789561878799436,0.0,0.0,0.16350993837914382,0.0000903516783455826,0.00044507585125600825,6904.205072182329,0.0,0.0,1579.7238995069536
 07/21  01:00:00,558991985.5225493,9644751.731056208,110042543.76424192,0.0,192989952.8442144,192989952.8442144,72000.0,0.0
 07/21  02:00:00,546612478.8598849,8038638.097571678,99269150.73506211,0.0,192989952.8442144,192989952.8442144,3970831.783377249,0.0
 07/21  03:00:00,555554866.2252474,8995491.979951842,107254684.21804446,0.0,192989952.8442144,192989952.8442144,72000.0,0.0
 07/21  04:00:00,504637366.1517623,7392577.277195574,84587298.84731561,0.0,192989952.8442144,192989952.8442144,3970647.9584988942,0.0
 07/21  05:00:00,510954176.9601739,9932198.07836516,115011688.8545576,0.0,192989952.8442144,192989952.8442144,72000.0,0.0
 07/21  06:00:00,661800412.1670046,25869078.65865198,249921043.48110133,0.0,192989952.8442144,192989952.8442144,3970388.7323441524,0.0
 07/21  07:00:00,663649222.3265439,26764851.094034307,210415619.66679695,0.0,192989952.8442144,233448414.38267595,3972446.8018600824,0.0
 07/21  08:00:00,742449705.7929087,31125642.900116548,245552805.8325739,0.0,192989952.8442144,272750919.8771814,3974425.150430676,0.0
 07/21  09:00:00,725726745.6890403,30198348.253962986,259811997.51771623,0.0,192989952.8442144,242696062.73432428,7877771.421460992,0.0
 07/21  10:00:00,735260142.0433264,30126095.099138975,276353383.2905625,0.0,192989952.8442144,235760326.470588,3975138.774741169,0.0
 07/21  11:00:00,758161662.8438418,30535301.509208962,291909961.4172718,0.0,192989952.8442144,242696062.73432428,7880065.309617753,0.0
 07/21  12:00:00,796306570.709436,32710776.601953223,310540053.53078127,0.0,192989952.8442144,260035403.3936649,11788320.938491214,0.0
 07/21  13:00:00,800115933.7776755,34189538.32085251,324430215.3196817,0.0,192989952.8442144,248475842.9541045,7882426.184921094,0.0
 07/21  14:00:00,794337702.911549,35084569.43467118,330472469.823253,0.0,192989952.8442144,235760326.470588,3974340.314596443,0.0
 07/21  15:00:00,792019398.8677536,35616910.703398965,327621824.51072973,0.0,192989952.8442144,235760326.470588,7876391.080873234,0.0
 07/21  16:00:00,794525642.2540978,35893784.25993663,319447589.94493204,0.0,192989952.8442144,246163930.8661924,7879406.209295817,0.0
 07/21  17:00:00,802044250.3813223,36038168.73052099,308326516.89827543,0.0,192989952.8442144,264659227.5694891,3973296.663754846,0.0
 07/21  18:00:00,688649643.9551395,26638517.51429006,262129363.88612574,0.0,192989952.8442144,206861425.3716869,3972543.9697591024,0.0
 07/21  19:00:00,683607311.5287199,20980684.22348362,227580513.10216105,0.0,192989952.8442144,197613777.0200386,3971764.0505836364,0.0
 07/21  20:00:00,677503684.5117722,19704314.205931336,213870856.1027656,0.0,192989952.8442144,197613777.0200386,72000.0,0.0
 07/21  21:00:00,660004222.5182052,18738037.11665805,201961495.3742961,0.0,192989952.8442144,192989952.8442144,3971054.69280559,0.0
 07/21  22:00:00,508757415.1334585,6255661.7185284365,63197063.38767889,0.0,192989952.8442144,192989952.8442144,72000.0,0.0
 07/21  23:00:00,533865326.19737434,8532088.457933038,86028547.7121902,0.0,192989952.8442144,192989952.8442144,3970611.580092148,0.0
